sireID,damID,crossID,beetleID,a_sire1,a_sire2,a_sire3,a_dam1,a_dam2,a_dam3,midparent1,midparent2,midparent3,m_dam1,m_dam2,m_dam3,e_i,lambda1,lambda2,lambda3,y1,y2,y3
1,1,1.1,1.1.1,0.21916942471647194,0.33075395837734417,0,0.08576661836609718,-0.4518478535774522,0,0.15246802154128455,-0.060546947600054024,0,0,0.6574771240955872,0.20446705571600343,-0.449122828447911,1.3333451930933735,1.7778073480476222,1.3853442272680925,1,3,1
1,1,1.1,1.1.2,0.21916942471647194,0.33075395837734417,0,0.08576661836609718,-0.4518478535774522,0,0.15246802154128455,-0.060546947600054024,0,0,0.6574771240955872,0.20446705571600343,-0.4747981486759614,1.307669872865323,1.7521320278195718,1.359668907040042,2,4,1
1,1,1.1,1.1.3,0.21916942471647194,0.33075395837734417,0,0.08576661836609718,-0.4518478535774522,0,0.15246802154128455,-0.060546947600054024,0,0,0.6574771240955872,0.20446705571600343,-0.3140229874883149,1.4684450340529696,1.9129071890072182,1.5204440682276885,4,7,4
1,1,1.1,1.1.4,0.21916942471647194,0.33075395837734417,0,0.08576661836609718,-0.4518478535774522,0,0.15246802154128455,-0.060546947600054024,0,0,0.6574771240955872,0.20446705571600343,-0.3560567870738389,1.4264112344674456,1.8708733894216942,1.4784102686421645,2,6,2
1,1,1.1,1.1.5,0.21916942471647194,0.33075395837734417,0,0.08576661836609718,-0.4518478535774522,0,0.15246802154128455,-0.060546947600054024,0,0,0.6574771240955872,0.20446705571600343,0.03331333864008477,1.8157813601813693,2.2602435151356177,1.8677803943560882,8,11,6
1,1,1.1,1.1.6,0.21916942471647194,0.33075395837734417,0,0.08576661836609718,-0.4518478535774522,0,0.15246802154128455,-0.060546947600054024,0,0,0.6574771240955872,0.20446705571600343,0.12946773033978354,1.911935751881068,2.3563979068353165,1.963934786055787,8,10,10
1,1,1.1,1.1.7,0.21916942471647194,0.33075395837734417,0,0.08576661836609718,-0.4518478535774522,0,0.15246802154128455,-0.060546947600054024,0,0,0.6574771240955872,0.20446705571600343,-0.08849290660175604,1.6939751149395283,2.1384372698937772,1.7459741491142473,9,6,5
1,1,1.1,1.1.8,0.21916942471647194,0.33075395837734417,0,0.08576661836609718,-0.4518478535774522,0,0.15246802154128455,-0.060546947600054024,0,0,0.6574771240955872,0.20446705571600343,-0.002220950485377514,1.780247071055907,2.2247092260101557,1.832246105230626,7,10,8
1,2,1.2,1.2.1,0.21916942471647194,0.33075395837734417,0,-0.62189329686214,-0.12931504081655845,0,-0.20136193607283404,0.10071945878039286,0,0,-0.28766270131802124,0.5473628406099934,0.07099236653248306,1.4996304304596488,1.5140491239948544,2.248355207142476,4,6,13
1,2,1.2,1.2.2,0.21916942471647194,0.33075395837734417,0,-0.62189329686214,-0.12931504081655845,0,-0.20136193607283404,0.10071945878039286,0,0,-0.28766270131802124,0.5473628406099934,-0.5169771295192122,0.9116609344079537,0.9260796279431592,1.6603857110907811,2,2,8
1,2,1.2,1.2.3,0.21916942471647194,0.33075395837734417,0,-0.62189329686214,-0.12931504081655845,0,-0.20136193607283404,0.10071945878039286,0,0,-0.28766270131802124,0.5473628406099934,-0.8905555660233068,0.5380824979038591,0.5525011914390646,1.2868072745866863,0,3,4
1,2,1.2,1.2.4,0.21916942471647194,0.33075395837734417,0,-0.62189329686214,-0.12931504081655845,0,-0.20136193607283404,0.10071945878039286,0,0,-0.28766270131802124,0.5473628406099934,0.6552184126341416,2.0838564765613077,2.098275170096513,2.832581253244135,5,13,21
1,2,1.2,1.2.5,0.21916942471647194,0.33075395837734417,0,-0.62189329686214,-0.12931504081655845,0,-0.20136193607283404,0.10071945878039286,0,0,-0.28766270131802124,0.5473628406099934,-0.20750388869572817,1.2211341752314377,1.2355528687666433,1.969858951914265,2,5,10
1,2,1.2,1.2.6,0.21916942471647194,0.33075395837734417,0,-0.62189329686214,-0.12931504081655845,0,-0.20136193607283404,0.10071945878039286,0,0,-0.28766270131802124,0.5473628406099934,0.08199107774208012,1.510629141669246,1.5250478352044514,2.2593539183520734,2,1,13
1,2,1.2,1.2.7,0.21916942471647194,0.33075395837734417,0,-0.62189329686214,-0.12931504081655845,0,-0.20136193607283404,0.10071945878039286,0,0,-0.28766270131802124,0.5473628406099934,-0.26442055679591187,1.164217507131254,1.1786362006664595,1.9129422838140813,6,2,4
1,2,1.2,1.2.8,0.21916942471647194,0.33075395837734417,0,-0.62189329686214,-0.12931504081655845,0,-0.20136193607283404,0.10071945878039286,0,0,-0.28766270131802124,0.5473628406099934,-0.3747203582335113,1.0539177056936546,1.0683363992288601,1.802642482376482,3,1,5
1,3,1.3,1.3.1,0.21916942471647194,0.33075395837734417,0,0.33263308876586556,0.20023177603019085,0,0.2759012567411687,0.2654928672037675,0,0,-0.06372491639308453,0.7513182720453265,0.2850695148721991,2.190970771613368,2.116837465682882,2.6663877869175256,9,8,11
1,3,1.3,1.3.2,0.21916942471647194,0.33075395837734417,0,0.33263308876586556,0.20023177603019085,0,0.2759012567411687,0.2654928672037675,0,0,-0.06372491639308453,0.7513182720453265,-0.0501759554850089,1.8557253012561596,1.7815919953256738,2.331142316560318,9,5,9
1,3,1.3,1.3.3,0.21916942471647194,0.33075395837734417,0,0.33263308876586556,0.20023177603019085,0,0.2759012567411687,0.2654928672037675,0,0,-0.06372491639308453,0.7513182720453265,0.7925255302800119,2.6984267870211807,2.6242934810906946,3.1738438023253384,16,9,31
1,3,1.3,1.3.4,0.21916942471647194,0.33075395837734417,0,0.33263308876586556,0.20023177603019085,0,0.2759012567411687,0.2654928672037675,0,0,-0.06372491639308453,0.7513182720453265,0.10668093158666182,2.0125821883278303,1.9384488823973447,2.4879992036319885,7,8,6
1,3,1.3,1.3.5,0.21916942471647194,0.33075395837734417,0,0.33263308876586556,0.20023177603019085,0,0.2759012567411687,0.2654928672037675,0,0,-0.06372491639308453,0.7513182720453265,-0.12658679018737476,1.7793144665537939,1.705181160623308,2.254731481857952,4,2,7
